ledger_idx,ledger_ref,ledger_amount,ledger_date,ledger_counterparty,best_bank_idx,features,category,route_to,detected_ts
1492,PBZ-24-00224,-761811.71,2024-01-04 00:00:00,CTTP000002,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 763798.71, 'date_diff_days': 19725, 'composite_score': 0.1909}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:01.407131
1495,PBZ-24-00225,759306.0,2024-01-04 00:00:00,CTTP000002,1217,"{'name_sim': 0.1053, 'ref_sim': 0.1818, 'amt_diff': 8626.0, 'date_diff_days': 19725, 'composite_score': 0.1786}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:01.471136
1499,SZPBZ24+00119,761811.71,2024-01-04 00:00:00,CTTP000002,289,"{'name_sim': 0.1132, 'ref_sim': 0.1538, 'amt_diff': 52559.29, 'date_diff_days': 19725, 'composite_score': 0.1667}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:01.622290
1512,SZPBZ24+00411,614480.77,2024-01-04 00:00:00,CTTP000221,604,"{'name_sim': 0.0656, 'ref_sim': 0.2857, 'amt_diff': 120530.77, 'date_diff_days': 19725, 'composite_score': 0.1983}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:02.056420
1531,PBZ-24-00105,782088.04,2024-01-05 00:00:00,CTTP000256,1054,"{'name_sim': 0.0377, 'ref_sim': 0.3077, 'amt_diff': 141803.04, 'date_diff_days': 19726, 'composite_score': 0.1964}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:02.589166
1532,PBZ-24-00120,840373.16,2024-01-05 00:00:00,CTTP001377,289,"{'name_sim': 0.1132, 'ref_sim': 0.1818, 'amt_diff': 26002.16, 'date_diff_days': 19726, 'composite_score': 0.1812}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:02.605930
1538,PBZ-24-00214,-840373.16,2024-01-05 00:00:00,CTTP001377,797,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 842360.16, 'date_diff_days': 19726, 'composite_score': 0.1909}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:02.778368
1542,PBZ-24-00222,840373.16,2024-01-05 00:00:00,CTTP001377,1217,"{'name_sim': 0.1053, 'ref_sim': 0.1818, 'amt_diff': 72441.16, 'date_diff_days': 19726, 'composite_score': 0.1749}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:02.863657
1546,SZPBZ24+00125,811139.27,2024-01-05 00:00:00,CTTP000056,289,"{'name_sim': 0.1132, 'ref_sim': 0.1538, 'amt_diff': 3231.73, 'date_diff_days': 19726, 'composite_score': 0.17}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:03.044879
1551,SZPBZ24+00092,899095.8,2024-01-06 00:00:00,CTTP000062,1042,"{'name_sim': 0.0408, 'ref_sim': 0.2857, 'amt_diff': 116904.2, 'date_diff_days': 19727, 'composite_score': 0.1904}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:03.155770
1552,SZPBZ24+00112,858785.09,2024-01-07 00:00:00,CTTP000003,1066,"{'name_sim': 0.0417, 'ref_sim': 0.2667, 'amt_diff': 112163.91, 'date_diff_days': 19728, 'composite_score': 0.1822}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:03.171907
1557,PBZ-24-00111,820342.78,2024-01-08 00:00:00,CTTP000243,1066,"{'name_sim': 0.0417, 'ref_sim': 0.3077, 'amt_diff': 150606.22, 'date_diff_days': 19729, 'composite_score': 0.198}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:03.338337
1568,PBZ-24-00216,799195.27,2024-01-08 00:00:00,CTTP000002,289,"{'name_sim': 0.1132, 'ref_sim': 0.1818, 'amt_diff': 15175.73, 'date_diff_days': 19729, 'composite_score': 0.1818}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:03.745984
1578,SZPBZ24+00120,799195.27,2024-01-08 00:00:00,CTTP000002,289,"{'name_sim': 0.1132, 'ref_sim': 0.1538, 'amt_diff': 15175.73, 'date_diff_days': 19729, 'composite_score': 0.1692}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:04.136680
1579,SZPBZ24+00138,783149.89,2024-01-08 00:00:00,CTTP000256,1195,"{'name_sim': 0.0779, 'ref_sim': 0.2857, 'amt_diff': 153240.89, 'date_diff_days': 19729, 'composite_score': 0.2039}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:04.154031
1584,PBZ-24-00112,964572.63,2024-01-09 00:00:00,CTTP000027,1066,"{'name_sim': 0.0417, 'ref_sim': 0.3077, 'amt_diff': 6376.37, 'date_diff_days': 19730, 'composite_score': 0.2069}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:04.345158
1599,PBZ-24-00198,796107.11,2024-01-09 00:00:00,CTTP000016,289,"{'name_sim': 0.1132, 'ref_sim': 0.1818, 'amt_diff': 18263.89, 'date_diff_days': 19730, 'composite_score': 0.1816}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:04.959908
1600,PBZ-24-00645,811152.45,2024-01-09 00:00:00,CTTP000056,1217,"{'name_sim': 0.1053, 'ref_sim': 0.1818, 'amt_diff': 43220.45, 'date_diff_days': 19730, 'composite_score': 0.1765}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:04.975938
1611,SZPBZ24+00149,796107.11,2024-01-09 00:00:00,CTTP000016,289,"{'name_sim': 0.1132, 'ref_sim': 0.1538, 'amt_diff': 18263.89, 'date_diff_days': 19730, 'composite_score': 0.169}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:05.427307
1625,PBZ-24-00217,858785.09,2024-01-10 00:00:00,CTTP000003,580,"{'name_sim': 0.0526, 'ref_sim': 0.3333, 'amt_diff': 86560.09, 'date_diff_days': 19731, 'composite_score': 0.2186}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:05.942474
1626,PBZ-24-00218,899095.8,2024-01-10 00:00:00,CTTP000062,289,"{'name_sim': 0.1132, 'ref_sim': 0.1818, 'amt_diff': 84724.8, 'date_diff_days': 19731, 'composite_score': 0.178}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:05.958477
1627,PBZ-24-00351,761832.78,2024-01-10 00:00:00,CTTP000002,1195,"{'name_sim': 0.0779, 'ref_sim': 0.3333, 'amt_diff': 131923.78, 'date_diff_days': 19731, 'composite_score': 0.2264}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:05.976817
1632,PBZ-24-00362,-761832.78,2024-01-10 00:00:00,CTTP000002,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 763819.78, 'date_diff_days': 19731, 'composite_score': 0.1909}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:06.185064
1635,PBZ-24-00363,759327.0,2024-01-10 00:00:00,CTTP000002,1195,"{'name_sim': 0.0779, 'ref_sim': 0.3333, 'amt_diff': 129418.0, 'date_diff_days': 19731, 'composite_score': 0.2265}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:06.300114
1642,SZPBZ24+00350,796117.35,2024-01-10 00:00:00,CTTP000050,598,"{'name_sim': 0.0645, 'ref_sim': 0.2857, 'amt_diff': 128222.65, 'date_diff_days': 19731, 'composite_score': 0.1996}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:06.858492
1653,PBZ-24-00118,784005.71,2024-01-11 00:00:00,CTTP000256,289,"{'name_sim': 0.1132, 'ref_sim': 0.1818, 'amt_diff': 30365.29, 'date_diff_days': 19732, 'composite_score': 0.1808}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:07.541631
1668,PBZ-24-00352,761787.63,2024-01-11 00:00:00,CTTP000002,1195,"{'name_sim': 0.0779, 'ref_sim': 0.3333, 'amt_diff': 131878.63, 'date_diff_days': 19732, 'composite_score': 0.2264}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:08.032543
1669,PBZ-24-00357,800434.14,2024-01-11 00:00:00,CTTP000027,1007,"{'name_sim': 0.0513, 'ref_sim': 0.3333, 'amt_diff': 28401.14, 'date_diff_days': 19732, 'composite_score': 0.2213}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:08.040546
1672,PBZ-24-00364,-761787.63,2024-01-11 00:00:00,CTTP000002,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 763774.63, 'date_diff_days': 19732, 'composite_score': 0.1909}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:08.157528
1675,PBZ-24-00365,759282.0,2024-01-11 00:00:00,CTTP000002,1195,"{'name_sim': 0.0779, 'ref_sim': 0.3333, 'amt_diff': 129373.0, 'date_diff_days': 19732, 'composite_score': 0.2265}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:08.232839
1708,SZPBZ24+00108,862999.75,2024-01-12 00:00:00,CTTP000391,289,"{'name_sim': 0.1132, 'ref_sim': 0.1538, 'amt_diff': 48628.75, 'date_diff_days': 19733, 'composite_score': 0.1674}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:09.248348
1712,SZPBZ24+00093,898709.76,2024-01-13 00:00:00,CTTP000062,993,"{'name_sim': 0.0357, 'ref_sim': 0.2857, 'amt_diff': 39404.24, 'date_diff_days': 19734, 'composite_score': 0.1925}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:09.314914
1713,SZPBZ24+00103,772881.56,2024-01-14 00:00:00,CTTP000126,1195,"{'name_sim': 0.0779, 'ref_sim': 0.2857, 'amt_diff': 142972.56, 'date_diff_days': 19735, 'composite_score': 0.2044}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:09.331539
1717,PBZ-24-00215,783149.89,2024-01-15 00:00:00,CTTP000256,289,"{'name_sim': 0.1132, 'ref_sim': 0.1818, 'amt_diff': 31221.11, 'date_diff_days': 19736, 'composite_score': 0.1808}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:09.431400
1718,PBZ-24-00253,796117.35,2024-01-15 00:00:00,CTTP000050,586,"{'name_sim': 0.0339, 'ref_sim': 0.3333, 'amt_diff': 11977.35, 'date_diff_days': 19736, 'composite_score': 0.2145}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:09.448052
1743,SZPBZ24+00098,932864.93,2024-01-15 00:00:00,CTTP001377,15,"{'name_sim': 0.0938, 'ref_sim': 0.1538, 'amt_diff': 14441.93, 'date_diff_days': 19736, 'composite_score': 0.1606}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:10.419068
1761,PBZ-24-00370,891647.66,2024-01-16 00:00:00,CTTP000032,1020,"{'name_sim': 0.069, 'ref_sim': 0.3333, 'amt_diff': 85322.34, 'date_diff_days': 19737, 'composite_score': 0.2262}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:11.229250
1782,PBZ-24-00242,898709.76,2024-01-17 00:00:00,CTTP000062,1217,"{'name_sim': 0.1053, 'ref_sim': 0.1818, 'amt_diff': 130777.76, 'date_diff_days': 19738, 'composite_score': 0.1719}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:12.028490
1793,PBZ-24-00344,772881.56,2024-01-17 00:00:00,CTTP000126,1195,"{'name_sim': 0.0779, 'ref_sim': 0.3333, 'amt_diff': 142972.56, 'date_diff_days': 19738, 'composite_score': 0.2258}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:12.419301
1810,SZPBZ24+00141,806715.27,2024-01-17 00:00:00,CTTP000023,289,"{'name_sim': 0.1132, 'ref_sim': 0.1538, 'amt_diff': 7655.73, 'date_diff_days': 19738, 'composite_score': 0.1697}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:12.958858
1821,PBZ-24-00241,858735.0,2024-01-18 00:00:00,CTTP000391,289,"{'name_sim': 0.1132, 'ref_sim': 0.1818, 'amt_diff': 44364.0, 'date_diff_days': 19739, 'composite_score': 0.1802}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:13.334917
1831,PBZ-24-00326,627484.39,2024-01-18 00:00:00,CTTP001119,1195,"{'name_sim': 0.0779, 'ref_sim': 0.3333, 'amt_diff': 2424.61, 'date_diff_days': 19739, 'composite_score': 0.2349}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:13.667862
1838,PBZ-24-00243,-858735.0,2024-01-18 00:00:00,CTTP000391,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 860722.0, 'date_diff_days': 19739, 'composite_score': 0.1909}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:13.900363
1839,PBZ-24-00350,-858735.0,2024-01-18 00:00:00,CTTP000391,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 860722.0, 'date_diff_days': 19739, 'composite_score': 0.1909}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:13.952648
1845,PBZ-24-00333,858735.0,2024-01-18 00:00:00,CTTP000391,993,"{'name_sim': 0.0357, 'ref_sim': 0.3333, 'amt_diff': 79379.0, 'date_diff_days': 19739, 'composite_score': 0.2114}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:14.125646
1851,SZPBZ24+00109,868197.27,2024-01-18 00:00:00,CTTP000391,289,"{'name_sim': 0.1132, 'ref_sim': 0.1538, 'amt_diff': 53826.27, 'date_diff_days': 19739, 'composite_score': 0.1671}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:14.350475
1858,SZPBZ24+00510,763596.45,2024-01-18 00:00:00,CTTP000009,1054,"{'name_sim': 0.0377, 'ref_sim': 0.2667, 'amt_diff': 123311.45, 'date_diff_days': 19739, 'composite_score': 0.1789}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:14.550383
1860,PBZ-24-00254,932864.93,2024-01-19 00:00:00,CTTP001377,875,"{'name_sim': 0.0909, 'ref_sim': 0.1818, 'amt_diff': 24353.07, 'date_diff_days': 19740, 'composite_score': 0.1714}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:14.591950
1883,PBZ-24-00372,806715.27,2024-01-19 00:00:00,CTTP000023,586,"{'name_sim': 0.0339, 'ref_sim': 0.3333, 'amt_diff': 22575.27, 'date_diff_days': 19740, 'composite_score': 0.2139}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:15.407909
1898,SZPBZ24+00104,772714.23,2024-01-19 00:00:00,CTTP000126,1054,"{'name_sim': 0.0377, 'ref_sim': 0.4, 'amt_diff': 132429.23, 'date_diff_days': 19740, 'composite_score': 0.2384}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:15.890890
1899,PBZ-24-00639,745986.62,2024-01-20 00:00:00,CTTP000056,1195,"{'name_sim': 0.0779, 'ref_sim': 0.3333, 'amt_diff': 116077.62, 'date_diff_days': 19741, 'composite_score': 0.2273}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:15.907497
1900,SZPBZ24+00412,745986.62,2024-01-20 00:00:00,CTTP000056,1054,"{'name_sim': 0.0377, 'ref_sim': 0.2667, 'amt_diff': 105701.62, 'date_diff_days': 19741, 'composite_score': 0.1799}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:15.915499
1901,SZPBZ24+00147,849815.4,2024-01-21 00:00:00,CTTP000152,580,"{'name_sim': 0.0526, 'ref_sim': 0.2857, 'amt_diff': 77590.4, 'date_diff_days': 19742, 'composite_score': 0.1977}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:15.932009
1908,PBZ-24-00371,769122.24,2024-01-22 00:00:00,CTTP000152,1195,"{'name_sim': 0.0779, 'ref_sim': 0.3333, 'amt_diff': 139213.24, 'date_diff_days': 19743, 'composite_score': 0.226}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:16.187729
1920,PBZ-24-00632,977087.71,2024-01-22 00:00:00,CTTP000032,993,"{'name_sim': 0.0357, 'ref_sim': 0.3333, 'amt_diff': 38973.71, 'date_diff_days': 19743, 'composite_score': 0.2141}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:16.690115
1929,SZPBZ24+00113,856961.21,2024-01-22 00:00:00,CTTP000003,993,"{'name_sim': 0.0357, 'ref_sim': 0.2857, 'amt_diff': 81152.79, 'date_diff_days': 19743, 'composite_score': 0.1899}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:17.105793
1930,SZPBZ24+00154,769360.4,2024-01-22 00:00:00,CTTP000032,289,"{'name_sim': 0.1132, 'ref_sim': 0.1538, 'amt_diff': 45010.6, 'date_diff_days': 19743, 'composite_score': 0.1672}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:17.122435
1942,PBZ-24-00375,849815.4,2024-01-23 00:00:00,CTTP000152,598,"{'name_sim': 0.0645, 'ref_sim': 0.3333, 'amt_diff': 74524.6, 'date_diff_days': 19744, 'composite_score': 0.2246}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:17.606712
1953,PBZ-24-00640,741331.26,2024-01-23 00:00:00,CTTP000056,1217,"{'name_sim': 0.1053, 'ref_sim': 0.1818, 'amt_diff': 26600.74, 'date_diff_days': 19744, 'composite_score': 0.1774}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:18.097645
1960,PBZ-24-00380,772714.23,2024-01-24 00:00:00,CTTP000126,1195,"{'name_sim': 0.0779, 'ref_sim': 0.3333, 'amt_diff': 142805.23, 'date_diff_days': 19745, 'composite_score': 0.2258}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:18.305490
1970,PBZ-24-00486,782849.94,2024-01-24 00:00:00,CTTP000256,1054,"{'name_sim': 0.0377, 'ref_sim': 0.3077, 'amt_diff': 142564.94, 'date_diff_days': 19745, 'composite_score': 0.1963}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:18.645899
1983,SZPBZ24+00142,801223.31,2024-01-24 00:00:00,CTTP000023,289,"{'name_sim': 0.1132, 'ref_sim': 0.1538, 'amt_diff': 13147.69, 'date_diff_days': 19745, 'composite_score': 0.1694}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:19.202961
2008,PBZ-24-00487,795993.34,2024-01-25 00:00:00,CTTP000016,1054,"{'name_sim': 0.0377, 'ref_sim': 0.3077, 'amt_diff': 155708.34, 'date_diff_days': 19746, 'composite_score': 0.1957}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:20.208225
2012,PBZ-24-00633,766182.13,2024-01-25 00:00:00,CTTP000002,1195,"{'name_sim': 0.0779, 'ref_sim': 0.3333, 'amt_diff': 136273.13, 'date_diff_days': 19746, 'composite_score': 0.2262}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:20.302310
2044,PBZ-24-00396,788017.18,2024-01-26 00:00:00,CTTP000023,986,"{'name_sim': 0.0635, 'ref_sim': 0.3333, 'amt_diff': 72964.18, 'date_diff_days': 19747, 'composite_score': 0.2239}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:21.617602
2065,PBZ-24-00489,857227.26,2024-01-26 00:00:00,CTTP000003,1217,"{'name_sim': 0.1053, 'ref_sim': 0.1818, 'amt_diff': 89295.26, 'date_diff_days': 19747, 'composite_score': 0.174}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:22.192047
2074,PBZ-24-00674,862999.75,2024-01-26 00:00:00,CTTP000391,1217,"{'name_sim': 0.1053, 'ref_sim': 0.1818, 'amt_diff': 95067.75, 'date_diff_days': 19747, 'composite_score': 0.1737}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:22.557743
2075,PBZ-24-00397,-788017.18,2024-01-26 00:00:00,CTTP000023,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 790004.18, 'date_diff_days': 19747, 'composite_score': 0.1909}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:22.615982
2089,PBZ-24-00641,746190.22,2024-01-27 00:00:00,CTTP000056,422,"{'name_sim': 0.1132, 'ref_sim': 0.1818, 'amt_diff': 42008.41, 'date_diff_days': 19748, 'composite_score': 0.1799}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:23.097923
2090,PBZ-24-00642,747476.81,2024-01-27 00:00:00,CTTP000056,1217,"{'name_sim': 0.1053, 'ref_sim': 0.1818, 'amt_diff': 20455.19, 'date_diff_days': 19748, 'composite_score': 0.1778}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:23.115835
2149,PBZ-24-00634,868197.27,2024-01-30 00:00:00,CTTP000391,993,"{'name_sim': 0.0357, 'ref_sim': 0.3333, 'amt_diff': 69916.73, 'date_diff_days': 19751, 'composite_score': 0.212}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:25.321635
2150,PBZ-24-00636,837693.4,2024-01-30 00:00:00,CTTP000104,986,"{'name_sim': 0.0635, 'ref_sim': 0.3333, 'amt_diff': 122640.4, 'date_diff_days': 19751, 'composite_score': 0.2213}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:25.338021
2151,PBZ-24-00675,150020073.1,2024-01-30 00:00:00,CTTP000053,162,"{'name_sim': 0.0339, 'ref_sim': 0.3333, 'amt_diff': 28779449.1, 'date_diff_days': 19751, 'composite_score': 0.2057}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:25.346957
2156,PBZ-24-00625,575309.14,2024-01-30 00:00:00,CTTP000116,609,"{'name_sim': 0.0667, 'ref_sim': 0.3333, 'amt_diff': 44551.14, 'date_diff_days': 19751, 'composite_score': 0.2261}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:25.563272
2162,PBZ-24-00676,-150020073.1,2024-01-30 00:00:00,CTTP000053,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 150022060.1, 'date_diff_days': 19751, 'composite_score': 0.1909}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:25.870970
2169,SIPBZ24+00007,-575309.14,2024-01-30 00:00:00,CTTP000116,803,"{'name_sim': 0.0909, 'ref_sim': 0.2857, 'amt_diff': 577296.14, 'date_diff_days': 19751, 'composite_score': 0.1695}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:26.162644
2180,SZPBZ24+00264,822250.01,2024-01-30 00:00:00,CTTP001119,1217,"{'name_sim': 0.1053, 'ref_sim': 0.1538, 'amt_diff': 54318.01, 'date_diff_days': 19751, 'composite_score': 0.1633}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:26.503567
2221,PBZ-24-00635,802246.3,2024-01-31 00:00:00,CTTP000152,598,"{'name_sim': 0.0645, 'ref_sim': 0.3333, 'amt_diff': 122093.7, 'date_diff_days': 19752, 'composite_score': 0.2214}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:28.376411
2222,PBZ-24-00638,961808.08,2024-01-31 00:00:00,CTTP000032,993,"{'name_sim': 0.0357, 'ref_sim': 0.3333, 'amt_diff': 23694.08, 'date_diff_days': 19752, 'composite_score': 0.2148}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:28.418053
2250,SZPBZ24+00087,702084.77,2024-01-31 00:00:00,CTTP000032,1217,"{'name_sim': 0.1053, 'ref_sim': 0.1538, 'amt_diff': 65847.23, 'date_diff_days': 19752, 'composite_score': 0.1619}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:29.925241
2251,SZPBZ24+00088,800434.14,2024-01-31 00:00:00,CTTP000027,1217,"{'name_sim': 0.1053, 'ref_sim': 0.1538, 'amt_diff': 32502.14, 'date_diff_days': 19752, 'composite_score': 0.1646}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:29.941674
2252,SZPBZ24+00089,1648838.24,2024-01-31 00:00:00,CTTP000027,591,"{'name_sim': 0.058, 'ref_sim': 0.2857, 'amt_diff': 187491.24, 'date_diff_days': 19752, 'composite_score': 0.199}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:29.957574
2253,SZPBZ24+00090,917842.03,2024-01-31 00:00:00,CTTP000027,1217,"{'name_sim': 0.1053, 'ref_sim': 0.1538, 'amt_diff': 149910.03, 'date_diff_days': 19752, 'composite_score': 0.1584}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:29.973577
2254,SZPBZ24+00101,833280.21,2024-01-31 00:00:00,CTTP000104,1066,"{'name_sim': 0.0417, 'ref_sim': 0.2667, 'amt_diff': 137668.79, 'date_diff_days': 19752, 'composite_score': 0.1805}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:29.981604
2255,SZPBZ24+00110,735177.84,2024-01-31 00:00:00,CTTP000391,1054,"{'name_sim': 0.0377, 'ref_sim': 0.2667, 'amt_diff': 94892.84, 'date_diff_days': 19752, 'composite_score': 0.1805}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:29.999262
2256,SZPBZ24+00121,761832.78,2024-01-31 00:00:00,CTTP000002,289,"{'name_sim': 0.1132, 'ref_sim': 0.1538, 'amt_diff': 52538.22, 'date_diff_days': 19752, 'composite_score': 0.1667}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:30.024726
2257,SZPBZ24+00122,761787.63,2024-01-31 00:00:00,CTTP000002,289,"{'name_sim': 0.1132, 'ref_sim': 0.1538, 'amt_diff': 52583.37, 'date_diff_days': 19752, 'composite_score': 0.1667}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:30.032731
2258,SZPBZ24+00123,761992.3,2024-01-31 00:00:00,CTTP000002,1195,"{'name_sim': 0.0779, 'ref_sim': 0.2857, 'amt_diff': 132083.3, 'date_diff_days': 19752, 'composite_score': 0.205}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:30.049326
2259,SZPBZ24+00126,741331.26,2024-01-31 00:00:00,CTTP000056,422,"{'name_sim': 0.1132, 'ref_sim': 0.1538, 'amt_diff': 37149.45, 'date_diff_days': 19752, 'composite_score': 0.1677}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:30.066122
2260,SZPBZ24+00127,746190.22,2024-01-31 00:00:00,CTTP000056,580,"{'name_sim': 0.0526, 'ref_sim': 0.2857, 'amt_diff': 26034.78, 'date_diff_days': 19752, 'composite_score': 0.2005}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:30.082917
2261,SZPBZ24+00128,746190.22,2024-01-31 00:00:00,CTTP000056,422,"{'name_sim': 0.1132, 'ref_sim': 0.1538, 'amt_diff': 42008.41, 'date_diff_days': 19752, 'composite_score': 0.1674}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:30.090917
2262,SZPBZ24+00139,782849.94,2024-01-31 00:00:00,CTTP000256,1195,"{'name_sim': 0.0779, 'ref_sim': 0.2857, 'amt_diff': 152940.94, 'date_diff_days': 19752, 'composite_score': 0.2039}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:30.107837
2263,SZPBZ24+00146,769122.24,2024-01-31 00:00:00,CTTP000152,289,"{'name_sim': 0.1132, 'ref_sim': 0.1538, 'amt_diff': 45248.76, 'date_diff_days': 19752, 'composite_score': 0.1672}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:30.124790
2264,SZPBZ24+00148,796918.38,2024-01-31 00:00:00,CTTP000152,289,"{'name_sim': 0.1132, 'ref_sim': 0.1538, 'amt_diff': 17452.62, 'date_diff_days': 19752, 'composite_score': 0.1691}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:30.141560
2265,SZPBZ24+00155,757102.14,2024-01-31 00:00:00,CTTP000032,422,"{'name_sim': 0.1132, 'ref_sim': 0.1538, 'amt_diff': 52920.33, 'date_diff_days': 19752, 'composite_score': 0.1667}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:30.182993
2285,SZPBZ24+00353,774100.98,2024-01-31 00:00:00,CTTP000040,1195,"{'name_sim': 0.0779, 'ref_sim': 0.2857, 'amt_diff': 144191.98, 'date_diff_days': 19752, 'composite_score': 0.2043}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:30.998250
2292,SZPBZ24+00506,795993.34,2024-01-31 00:00:00,CTTP000016,1217,"{'name_sim': 0.1053, 'ref_sim': 0.1538, 'amt_diff': 28061.34, 'date_diff_days': 19752, 'composite_score': 0.1648}",LOW_SCORE,Finance_Senior,2025-09-08T18:20:31.213034
