ledger_idx,ledger_ref,ledger_amount,ledger_date,ledger_counterparty,best_bank_idx,features,category,route_to,detected_ts
1312,OPENLA_3223,-20227.9,2023-12-31 00:00:00,CTTP000143,815,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 25579.9, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:54.686517
1313,OPENLA_3224,-4454.13,2023-12-31 00:00:00,CTTP000143,126,"{'name_sim': 0.1714, 'ref_sim': 0.1818, 'amt_diff': 4647.13, 'date_diff_days': 19721, 'composite_score': 0.159}",LOW_SCORE,AP_Team,2025-09-08T18:19:54.706110
1314,OPENLA_3225,-2536.81,2023-12-31 00:00:00,CTTP000081,808,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 4523.81, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:54.730779
1315,OPENLA_3226,-14733.75,2023-12-31 00:00:00,CTTP000212,809,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 16720.75, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:54.789386
1316,OPENLA_3227,-31392.54,2023-12-31 00:00:00,CTTP000212,815,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 36744.54, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:54.846720
1317,OPENLA_3228,-20366.05,2023-12-31 00:00:00,CTTP000212,815,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 25718.05, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:54.894720
1318,OPENLA_3229,-14775.98,2023-12-31 00:00:00,CTTP000212,815,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 20127.98, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:54.954868
1319,OPENLA_3230,-45522.31,2023-12-31 00:00:00,CTTP000097,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 47509.31, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:55.005921
1320,OPENLA_3231,-8128.42,2023-12-31 00:00:00,CTTP000212,814,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 13480.42, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:55.063755
1321,OPENLA_3232,-7260.44,2023-12-31 00:00:00,CTTP000212,815,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 12612.44, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:55.121806
1322,OPENLA_3233,-82225.9,2023-12-31 00:00:00,CTTP000012,815,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 87577.9, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:55.172272
1323,OPENLA_3234,-27235.04,2023-12-31 00:00:00,CTTP000026,815,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 32587.04, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:55.229678
1324,OPENLA_3235,-1325.81,2023-12-31 00:00:00,CTTP000212,808,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 3312.81, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:55.271523
1325,OPENLA_3236,-6643.66,2023-12-31 00:00:00,CTTP000012,809,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 8630.66, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:55.330193
1328,OPENLA_3239,-14342.63,2023-12-31 00:00:00,CTTP000341,815,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 19694.63, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:55.505657
1329,OPENLA_3240,-6857.72,2023-12-31 00:00:00,CTTP000212,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 8844.72, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:55.554625
1330,OPENLA_3241,-69769.08,2023-12-31 00:00:00,CTTP000097,814,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 75121.08, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:55.613814
1331,OPENLA_3242,-13418.38,2023-12-31 00:00:00,CTTP000212,815,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 18770.38, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:55.671712
1332,OPENLA_3243,-8109.31,2023-12-31 00:00:00,CTTP000212,815,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 13461.31, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:55.721773
1333,OPENLA_3244,-4120.25,2023-12-31 00:00:00,CTTP000212,126,"{'name_sim': 0.1714, 'ref_sim': 0.1818, 'amt_diff': 4313.25, 'date_diff_days': 19721, 'composite_score': 0.159}",LOW_SCORE,AP_Team,2025-09-08T18:19:55.738426
1334,OPENLA_3245,-6180.36,2023-12-31 00:00:00,CTTP000212,808,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 8167.36, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:55.797077
1335,OPENLA_3246,-22889.54,2023-12-31 00:00:00,CTTP000097,809,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 24876.54, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:55.854953
1336,OPENLA_3247,-4.98,2023-12-31 00:00:00,CTTP000353,126,"{'name_sim': 0.1714, 'ref_sim': 0.1818, 'amt_diff': 197.98, 'date_diff_days': 19721, 'composite_score': 0.159}",LOW_SCORE,AP_Team,2025-09-08T18:19:55.887949
1337,OPENLA_3248,-6.32,2023-12-31 00:00:00,CTTP000138,126,"{'name_sim': 0.1714, 'ref_sim': 0.1818, 'amt_diff': 199.32, 'date_diff_days': 19721, 'composite_score': 0.159}",LOW_SCORE,AP_Team,2025-09-08T18:19:55.919950
1338,OPENLA_3249,-4.98,2023-12-31 00:00:00,CTTP000034,126,"{'name_sim': 0.1714, 'ref_sim': 0.1818, 'amt_diff': 197.98, 'date_diff_days': 19721, 'composite_score': 0.159}",LOW_SCORE,AP_Team,2025-09-08T18:19:55.946844
1339,OPENLA_3250,-4.98,2023-12-31 00:00:00,CTTP000034,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 1991.98, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:55.979988
1340,OPENLA_3251,-6.38,2023-12-31 00:00:00,CTTP000138,808,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 1993.38, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.021542
1341,OPENLA_3252,-4.98,2023-12-31 00:00:00,CTTP000034,808,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 1991.98, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.054615
1342,OPENLA_3253,-6.33,2023-12-31 00:00:00,CTTP000138,808,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 1993.33, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.087224
1343,OPENLA_3254,-2998.99,2023-12-31 00:00:00,CTTP000170,808,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 4985.99, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.113298
1344,OPENLA_2476,17115.59,2023-12-31 00:00:00,CTTP001379,590,"{'name_sim': 0.0303, 'ref_sim': 0.3333, 'amt_diff': 3204.41, 'date_diff_days': 19721, 'composite_score': 0.2043}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.137864
1345,OPENLA_2488,19230.96,2023-12-31 00:00:00,CTTP001375,907,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 394.04, 'date_diff_days': 19721, 'composite_score': 0.1837}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.162604
1346,OPENLA_2489,9112.35,2023-12-31 00:00:00,CTTP001375,807,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 1165.35, 'date_diff_days': 19721, 'composite_score': 0.2345}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.204421
1347,OPENLA_2490,48088.38,2023-12-31 00:00:00,CTTP001375,152,"{'name_sim': 0.1404, 'ref_sim': 0.1667, 'amt_diff': 1911.62, 'date_diff_days': 19721, 'composite_score': 0.1862}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.229964
1348,OPENLA_2491,20763.89,2023-12-31 00:00:00,CTTP001375,284,"{'name_sim': 0.1765, 'ref_sim': 0.1667, 'amt_diff': 763.89, 'date_diff_days': 19721, 'composite_score': 0.2026}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.253966
1349,OPENLA_2531,37619.4,2023-12-31 00:00:00,CTTP001375,173,"{'name_sim': 0.0759, 'ref_sim': 0.3333, 'amt_diff': 2619.4, 'date_diff_days': 19721, 'composite_score': 0.2307}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.270913
1350,OPENLA_2532,3046.42,2023-12-31 00:00:00,CTTP001375,808,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 1059.42, 'date_diff_days': 19721, 'composite_score': 0.2235}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.329842
1351,OPENLA_2533,44859.59,2023-12-31 00:00:00,CTTP001375,686,"{'name_sim': 0.0385, 'ref_sim': 0.3077, 'amt_diff': 8480.41, 'date_diff_days': 19721, 'composite_score': 0.1963}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.346452
1352,OPENLA_2549,28361.93,2023-12-31 00:00:00,CTTP001379,1004,"{'name_sim': 0.0303, 'ref_sim': 0.3333, 'amt_diff': 1786.93, 'date_diff_days': 19721, 'composite_score': 0.2105}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.362455
1353,OPENLA_2567,2943.31,2023-12-31 00:00:00,CTTP001375,808,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 956.31, 'date_diff_days': 19721, 'composite_score': 0.2247}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.418454
1354,OPENLA_2575,320626.31,2023-12-31 00:00:00,CTTP001376,618,"{'name_sim': 0.0588, 'ref_sim': 0.3333, 'amt_diff': 15054.31, 'date_diff_days': 19721, 'composite_score': 0.2241}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.434454
1355,OPENLA_2578,-13008.87,2023-12-31 00:00:00,CTTP001376,808,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 14995.87, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.504237
1356,OPENLA_2873,-17115.59,2023-12-31 00:00:00,CTTP001379,806,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 25062.59, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.571129
1357,OPENLA_2885,-19230.96,2023-12-31 00:00:00,CTTP001375,808,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 21217.96, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.629109
1358,OPENLA_2886,-9112.35,2023-12-31 00:00:00,CTTP001375,809,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 11099.35, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.689110
1359,OPENLA_2887,-48088.38,2023-12-31 00:00:00,CTTP001375,810,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 56035.38, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.753729
1360,OPENLA_2888,-20763.89,2023-12-31 00:00:00,CTTP001375,811,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 28710.89, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.812745
1361,OPENLA_2928,-37619.4,2023-12-31 00:00:00,CTTP001375,805,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 45566.4, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.870458
1362,OPENLA_2929,-3046.42,2023-12-31 00:00:00,CTTP001375,126,"{'name_sim': 0.1714, 'ref_sim': 0.1818, 'amt_diff': 3239.42, 'date_diff_days': 19721, 'composite_score': 0.159}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.895108
1363,OPENLA_2930,-44859.59,2023-12-31 00:00:00,CTTP001375,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 46846.59, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:56.945569
1364,OPENLA_2946,-28361.93,2023-12-31 00:00:00,CTTP001379,809,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 30348.93, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.003817
1365,OPENLA_2964,-2943.31,2023-12-31 00:00:00,CTTP001375,809,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 4930.31, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.036727
1366,OPENLA_2972,-320626.31,2023-12-31 00:00:00,CTTP001376,805,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 328573.31, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.095606
1367,OPENLA_2975,13008.87,2023-12-31 00:00:00,CTTP001376,202,"{'name_sim': 0.1111, 'ref_sim': 0.1818, 'amt_diff': 1991.13, 'date_diff_days': 19721, 'composite_score': 0.1742}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.137033
1369,PBZ-24-00230,-198.68,2024-01-01 00:00:00,CTTP000325,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 2185.68, 'date_diff_days': 19722, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.184848
1370,PBZ-24-00231,-92.53,2024-01-01 00:00:00,CTTP000386,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 2079.53, 'date_diff_days': 19722, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.229162
1371,PBZ-24-00232,-394.47,2024-01-01 00:00:00,CTTP000390,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 2381.47, 'date_diff_days': 19722, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.252728
1372,PBZ-24-00233,-948.69,2024-01-01 00:00:00,CTTP000011,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 2935.69, 'date_diff_days': 19722, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.286526
1373,PBZ-24-00234,-1116.23,2024-01-01 00:00:00,CTTP000011,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 3103.23, 'date_diff_days': 19722, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.321673
1374,PBZ-24-00669,-109618.02,2024-01-01 00:00:00,CTTP000391,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 111605.02, 'date_diff_days': 19722, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.377745
1375,PBZ-24-00002,33.18,2024-01-01 00:00:00,CTTP000301,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 1953.82, 'date_diff_days': 19722, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.409745
1381,PBZ-24-00001,17505.4,2024-01-02 00:00:00,CTTP000058,284,"{'name_sim': 0.1765, 'ref_sim': 0.1667, 'amt_diff': 2494.6, 'date_diff_days': 19723, 'composite_score': 0.1973}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.585722
1385,PBZ-24-00029,19488.6,2024-01-02 00:00:00,CTTP000151,1194,"{'name_sim': 0.1176, 'ref_sim': 0.3333, 'amt_diff': 3171.4, 'date_diff_days': 19723, 'composite_score': 0.2448}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.669636
1386,PBZ-24-00031,5623.2,2024-01-02 00:00:00,CTTP000128,814,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 271.2, 'date_diff_days': 19723, 'composite_score': 0.2385}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.719494
1387,PBZ-24-00035,20322.0,2024-01-02 00:00:00,CTTP000360,608,"{'name_sim': 0.0678, 'ref_sim': 0.3333, 'amt_diff': 2801.0, 'date_diff_days': 19723, 'composite_score': 0.2236}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.752080
1388,PBZ-24-00039,3043.2,2024-01-02 00:00:00,CTTP001375,1192,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 530.2, 'date_diff_days': 19723, 'composite_score': 0.2322}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.802772
1389,PBZ-24-00042,940.54,2024-01-02 00:00:00,CTTP000270,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 1046.46, 'date_diff_days': 19723, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.844909
1390,PBZ-24-00056,7380.02,2024-01-02 00:00:00,CTTP000384,807,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 566.98, 'date_diff_days': 19723, 'composite_score': 0.2371}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.895029
1391,PBZ-24-00059,7786.38,2024-01-02 00:00:00,CTTP000390,807,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 160.62, 'date_diff_days': 19723, 'composite_score': 0.2399}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.943294
1392,PBZ-24-00060,21175.96,2024-01-02 00:00:00,CTTP000097,308,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 1275.96, 'date_diff_days': 19723, 'composite_score': 0.1817}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.976484
1393,PBZ-24-00061,26071.27,2024-01-02 00:00:00,CTTP000094,1194,"{'name_sim': 0.1176, 'ref_sim': 0.1667, 'amt_diff': 3411.27, 'date_diff_days': 19723, 'composite_score': 0.1714}",LOW_SCORE,AP_Team,2025-09-08T18:19:57.994600
1394,PBZ-24-00077,2202.79,2024-01-02 00:00:00,CTTP000031,803,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 215.79, 'date_diff_days': 19723, 'composite_score': 0.236}",LOW_SCORE,AP_Team,2025-09-08T18:19:58.044310
1395,PBZ-24-00245,35147.54,2024-01-02 00:00:00,CTTP000221,118,"{'name_sim': 0.1667, 'ref_sim': 0.1818, 'amt_diff': 147.54, 'date_diff_days': 19723, 'composite_score': 0.2066}",LOW_SCORE,AP_Team,2025-09-08T18:19:58.060891
1396,PBZ-24-00030,9941.1,2024-01-02 00:00:00,CTTP001375,806,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 1994.1, 'date_diff_days': 19723, 'composite_score': 0.2309}",LOW_SCORE,AP_Team,2025-09-08T18:19:58.102347
1407,PBZ-24-00653,5008.89,2024-01-02 00:00:00,CTTP000118,1192,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 2495.89, 'date_diff_days': 19723, 'composite_score': 0.216}",LOW_SCORE,AP_Team,2025-09-08T18:19:58.518451
1408,SZPBZ24+00077,5652.52,2024-01-02 00:00:00,CTTP000390,807,"{'name_sim': 0.0909, 'ref_sim': 0.2857, 'amt_diff': 2294.48, 'date_diff_days': 19723, 'composite_score': 0.1992}",LOW_SCORE,AP_Team,2025-09-08T18:19:58.568638
1409,SZPBZ24+00082,9941.1,2024-01-02 00:00:00,CTTP001375,805,"{'name_sim': 0.0909, 'ref_sim': 0.2857, 'amt_diff': 1994.1, 'date_diff_days': 19723, 'composite_score': 0.2095}",LOW_SCORE,AP_Team,2025-09-08T18:19:58.609701
1410,SZPBZ24+00185,20322.0,2024-01-02 00:00:00,CTTP000360,286,"{'name_sim': 0.1765, 'ref_sim': 0.2857, 'amt_diff': 322.0, 'date_diff_days': 19723, 'composite_score': 0.2572}",DATE_MISMATCH,AP_Team,2025-09-08T18:19:58.634995
1411,SZPBZ24+00189,17504.66,2024-01-02 00:00:00,CTTP000097,1170,"{'name_sim': 0.0385, 'ref_sim': 0.2857, 'amt_diff': 2550.94, 'date_diff_days': 19723, 'composite_score': 0.1886}",LOW_SCORE,AP_Team,2025-09-08T18:19:58.668760
1412,SZPBZ24+00253,1690.36,2024-01-02 00:00:00,CTTP000031,803,"{'name_sim': 0.0909, 'ref_sim': 0.2857, 'amt_diff': 296.64, 'date_diff_days': 19723, 'composite_score': 0.2107}",LOW_SCORE,AP_Team,2025-09-08T18:19:58.700534
1413,SZPBZ24+00255,3043.2,2024-01-02 00:00:00,CTTP001375,1192,"{'name_sim': 0.0909, 'ref_sim': 0.2857, 'amt_diff': 530.2, 'date_diff_days': 19723, 'composite_score': 0.2108}",LOW_SCORE,AP_Team,2025-09-08T18:19:58.743532
1416,SZPBZ24+00408,35147.54,2024-01-02 00:00:00,CTTP000221,118,"{'name_sim': 0.1667, 'ref_sim': 0.1538, 'amt_diff': 147.54, 'date_diff_days': 19723, 'composite_score': 0.194}",LOW_SCORE,AP_Team,2025-09-08T18:19:58.793035
1417,PBZ-24-00009,304384.05,2024-01-03 00:00:00,CTTP000221,1059,"{'name_sim': 0.1212, 'ref_sim': 0.3077, 'amt_diff': 24984.05, 'date_diff_days': 19724, 'composite_score': 0.2389}",LOW_SCORE,AP_Team,2025-09-08T18:19:58.809997
1418,PBZ-24-00010,17050.0,2024-01-03 00:00:00,CTTP001381,913,"{'name_sim': 0.1176, 'ref_sim': 0.3333, 'amt_diff': 4770.0, 'date_diff_days': 19724, 'composite_score': 0.239}",LOW_SCORE,AP_Team,2025-09-08T18:19:58.843600
1419,PBZ-24-00025,24294.6,2024-01-03 00:00:00,CTTP000100,1194,"{'name_sim': 0.1176, 'ref_sim': 0.3333, 'amt_diff': 1634.6, 'date_diff_days': 19724, 'composite_score': 0.2496}",LOW_SCORE,AP_Team,2025-09-08T18:19:58.859964
1420,PBZ-24-00037,4814.68,2024-01-03 00:00:00,CTTP000270,1192,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 2301.68, 'date_diff_days': 19724, 'composite_score': 0.217}",LOW_SCORE,AP_Team,2025-09-08T18:19:58.926678
1421,PBZ-24-00038,14810.46,2024-01-03 00:00:00,CTTP000270,283,"{'name_sim': 0.125, 'ref_sim': 0.1667, 'amt_diff': 189.54, 'date_diff_days': 19724, 'composite_score': 0.1806}",LOW_SCORE,AP_Team,2025-09-08T18:19:58.959982
1422,PBZ-24-00041,4650.9,2024-01-03 00:00:00,CTTP000270,1192,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 2137.9, 'date_diff_days': 19724, 'composite_score': 0.2179}",LOW_SCORE,AP_Team,2025-09-08T18:19:59.026345
1423,PBZ-24-00062,15913.3,2024-01-03 00:00:00,CTTP000020,956,"{'name_sim': 0.1538, 'ref_sim': 0.1818, 'amt_diff': 3213.3, 'date_diff_days': 19724, 'composite_score': 0.191}",LOW_SCORE,AP_Team,2025-09-08T18:19:59.050347
1424,PBZ-24-00064,22313.17,2024-01-03 00:00:00,CTTP000026,308,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 2413.17, 'date_diff_days': 19724, 'composite_score': 0.1794}",LOW_SCORE,AP_Team,2025-09-08T18:19:59.076512
1425,PBZ-24-00067,6658.33,2024-01-03 00:00:00,CTTP000274,807,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 1288.67, 'date_diff_days': 19724, 'composite_score': 0.2312}",LOW_SCORE,AP_Team,2025-09-08T18:19:59.117060
1426,PBZ-24-00068,7456.36,2024-01-03 00:00:00,CTTP000026,807,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 490.64, 'date_diff_days': 19724, 'composite_score': 0.2376}",LOW_SCORE,AP_Team,2025-09-08T18:19:59.158400
1427,PBZ-24-00070,26735.21,2024-01-03 00:00:00,CTTP000026,203,"{'name_sim': 0.1143, 'ref_sim': 0.1667, 'amt_diff': 3264.79, 'date_diff_days': 19724, 'composite_score': 0.1703}",LOW_SCORE,AP_Team,2025-09-08T18:19:59.176564
1428,PBZ-24-00073,17448.09,2024-01-03 00:00:00,CTTP000212,590,"{'name_sim': 0.0303, 'ref_sim': 0.3333, 'amt_diff': 2871.91, 'date_diff_days': 19724, 'composite_score': 0.2054}",LOW_SCORE,AP_Team,2025-09-08T18:19:59.208546
1429,PBZ-24-00076,3623.14,2024-01-03 00:00:00,CTTP000274,1192,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 1110.14, 'date_diff_days': 19724, 'composite_score': 0.2256}",LOW_SCORE,AP_Team,2025-09-08T18:19:59.259394
1430,PBZ-24-00080,8459.86,2024-01-03 00:00:00,CTTP000212,807,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 512.86, 'date_diff_days': 19724, 'composite_score': 0.2379}",LOW_SCORE,AP_Team,2025-09-08T18:19:59.300958
1431,PBZ-24-00081,24546.05,2024-01-03 00:00:00,CTTP000012,284,"{'name_sim': 0.1765, 'ref_sim': 0.1667, 'amt_diff': 4546.05, 'date_diff_days': 19724, 'composite_score': 0.1952}",LOW_SCORE,AP_Team,2025-09-08T18:19:59.317548
1432,PBZ-24-00092,5977.54,2024-01-03 00:00:00,CTTP000255,805,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 1969.46, 'date_diff_days': 19724, 'composite_score': 0.2244}",LOW_SCORE,AP_Team,2025-09-08T18:19:59.367429
1433,PBZ-24-00204,141876.0,2024-01-03 00:00:00,CTTP000006,683,"{'name_sim': 0.0385, 'ref_sim': 0.3077, 'amt_diff': 5134.0, 'date_diff_days': 19724, 'composite_score': 0.204}",LOW_SCORE,AP_Team,2025-09-08T18:19:59.392491
